text,label,clean_text
"Well now that I'm basically gone full retard, lets get blasted",offensive,well now that im basically gone full retard lets get blasted
Well thank goodness I got other musicians that aren't bitches.. like @Tampa_Rick for example.,offensive,well thank goodness i got other musicians that arent bitches like for example
Well they do now haha RT @laydeesweets: I just think these bitches are confused. Like i'm wife. #TheyAintKnow?! Lol @VivaLAJuicyy69,offensive,well they do now haha rt i just think these bitches are confused like im wife theyaintknow lol
Well your a little cunt !,offensive,well your a little cunt
"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ",offensive,well jhud is giving me bae just got home from work and ima throw the pussy at him
"Well,is he gonna take da bitch or naw?",offensive,wellis he gonna take da bitch or naw
Welp imma hoe again :/ RT @Gladvillian: She a hoe if she likes chocolate.,offensive,welp imma hoe again rt she a hoe if she likes chocolate
"Welp! &#8220;@FemaIeStruggle Me: Baby I cooked

Bae: What's for dinner?

Me: That bitch you been texting http://t.co/pOxpYQ5Eiy",offensive,welp me baby i cooked bae whats for dinner me that bitch you been texting
Wen yu see uh bad bitch n wanna holla say Ayyy,offensive,wen yu see uh bad bitch n wanna holla say ayyy
Went to an open house today &amp; the place was trash. Ewww,normal,went to an open house today amp the place was trash ewww
Went ya bitch house now she not a virgin anymore,offensive,went ya bitch house now she not a virgin anymore
Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win,offensive,westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win
Western Jihadi fanboys use of language: peppering sentences with Arabic words to sound knowledgeable - #Comical http://t.co/G2rca1XGh7,normal,western jihadi fanboys use of language peppering sentences with arabic words to sound knowledgeable comical
Westside nicca!,offensive,westside nicca
Wet bitches http://t.co/fm7UDyku,offensive,wet bitches
"What America teaches people: if you bitch about something enough, you'll get what you want.",offensive,what america teaches people if you bitch about something enough youll get what you want
What I hate about edm festivals is the people who bitch about the line up. #STFU,offensive,what i hate about edm festivals is the people who bitch about the line up stfu
What I look like ho? I look like YES and you look like NO! @NICKIMINAJ,offensive,what i look like ho i look like yes and you look like no
What a Dirty Girl! Haha &#58381;&#57423;&#58380;&#57607; #cat #pussy #pets http://t.co/7YaYdatE,offensive,what a dirty girl haha cat pussy pets
What a bitch.. #pshh,offensive,what a bitch pshh
What a dumb bitch,offensive,what a dumb bitch
What a fag,hate,what a fag
What a fucking faggot,hate,what a fucking faggot
What a fucking retard,offensive,what a fucking retard
What a hoe lol,offensive,what a hoe lol
"What a pussy so you can sub-tweet about me, then unfollow, but can't even reply and try to understand my point? Yeah and I'm the idiot.",offensive,what a pussy so you can subtweet about me then unfollow but cant even reply and try to understand my point yeah and im the idiot
What a sniveling little cunt. I would be embarrassed for him but I cant stand the guy. @joederosacomedy @TheCumiaShow,offensive,what a sniveling little cunt i would be embarrassed for him but i cant stand the guy
What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.,normal,what a trash franchise rt fergie will sing the national anthem at the clippers season opener tomorrow
What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO,hate,what a wetback looks like when he gets caught crossing the border
What a wifey would understand a hoe could never comprehend,offensive,what a wifey would understand a hoe could never comprehend
"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",normal,what an amazing proud day it was today for and blockheads time for bed good knight
What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?,normal,what barrel of trash doesnt smell as bad rt imagine dragons or nickelback
"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin",hate,what be the peckin order white christian colored porto ricans arab jews i donts know i be axin
What do you do when you the nigga thats currently cuffin a bitch dats getting exposed? &#128514;&#128553;&#128557;&#128514;&#128514;,offensive,what do you do when you the nigga thats currently cuffin a bitch dats getting exposed
"What else come on on mondays im not finna watch that trash, ive destroyed enuf brain cells.",normal,what else come on on mondays im not finna watch that trash ive destroyed enuf brain cells
What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?,normal,what ever happened to the teen titans of my day and why must they mock me with this teen titans go
What if I talked ghetto lol I'd be so annoyed of my self,normal,what if i talked ghetto lol id be so annoyed of my self
What if I was on my ass that mean she get half of my cash? Man that bitch can kiss my ass,offensive,what if i was on my ass that mean she get half of my cash man that bitch can kiss my ass
What is Twitter even for? Lmao This hoe wack af,offensive,what is twitter even for lmao this hoe wack af
What is this the @Yankees are doing today? Using those wooden things and making it all the way around the bases? Weird.,normal,what is this the are doing today using those wooden things and making it all the way around the bases weird
What is up my twitta niccas!,offensive,what is up my twitta niccas
What jealous hoe made this? http://t.co/95rdO7RHvq,offensive,what jealous hoe made this
What kind of bitch ass throw was that Alex. Fuck.,offensive,what kind of bitch ass throw was that alex fuck
What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches,offensive,what kind of person am i the one that wears a beanie and does drugs and likes to fuck with bitches
What kind of sorcery is this.... RT @OfficiallyIce: Nope RT @2charmss: Eat this pussy while im on my cycle &amp; call it Cherry Pie,offensive,what kind of sorcery is this rt nope rt eat this pussy while im on my cycle amp call it cherry pie
What mad cunt created masturbating? That dude needs a high 5...,offensive,what mad cunt created masturbating that dude needs a high
What made this niggah say that out his mouth,offensive,what made this niggah say that out his mouth
What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl,offensive,what makes you lose your temper dumb ass bitches who talk shit but wont walk a mil in you own shoes
What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:,normal,what manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized amp cursed brethren and say
What now bitch I've got you're girlfriend @owne1235 http://t.co/cydgooP9YZ,offensive,what now bitch ive got youre girlfriend
"What ppl expect, august aslina is a nig from New Orleans",hate,what ppl expect august aslina is a nig from new orleans
What restaurant drugs tests hahahaha that's fuckin trash,offensive,what restaurant drugs tests hahahaha thats fuckin trash
What state got the best pussy? &#128064;,offensive,what state got the best pussy
What that bitch Tryna say,offensive,what that bitch tryna say
What the FUCK? THO? REALLY? The Entire FUCKING #World #MEDIA is has gone #Obama #retarded not to know #medical #science PROTOCOLS? #wuh?,offensive,what the fuck tho really the entire fucking world media is has gone obama retarded not to know medical science protocols wuh
What the fuck kind of redneck commercial was that???? #indycar,offensive,what the fuck kind of redneck commercial was that indycar
What the hell are we doing with pussy rules that soldiers don't carry weapons 24/7 on base? They are trained. Liberal crap &amp; people die.,offensive,what the hell are we doing with pussy rules that soldiers dont carry weapons on base they are trained liberal crap amp people die
What the monkey... http://t.co/h76rptL8Wq,normal,what the monkey
What these bitches want from a nicca .. &#128553;&#128553;,offensive,what these bitches want from a nicca
"What these bitches want from a nigga?, like on some DMX shit",hate,what these bitches want from a nigga like on some dmx shit
"What they taught us, man them bad bitches only want the ballers, the starters.. We hoopin now the hoes wanna guard us..",offensive,what they taught us man them bad bitches only want the ballers the starters we hoopin now the hoes wanna guard us
What time jamboree start Thursday. So I ca smile for the ugly hoes. &#128514;&#128128;,offensive,what time jamboree start thursday so i ca smile for the ugly hoes
What u don't do another hoe will,offensive,what u dont do another hoe will
What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back,offensive,what up fake ass hoe im not gone fought you today gimme my nigga hand back
What up twats? I mean twits... &#128522;,offensive,what up twats i mean twits
What was that knob to get shit back in focus when it started getting fuzzy?,offensive,what was that knob to get shit back in focus when it started getting fuzzy
What would yall do?.....I would act like one of them nd act like we lookin for the same bitch lmao http://t.co/7d0JeAmUvf,offensive,what would yall doi would act like one of them nd act like we lookin for the same bitch lmao
What you doing bitch suck it don't bite it,offensive,what you doing bitch suck it dont bite it
What you gonna do if she cheat ? Cry ? Fight for her ? No kick that bitch out and go straight to tootsies,offensive,what you gonna do if she cheat cry fight for her no kick that bitch out and go straight to tootsies
What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's,offensive,what you know about getting money low key hanging with the street niccas fukn wit the ogs
What you saying hoe?,offensive,what you saying hoe
"What's a Queen without a King?

...A lonely ass bitch!",offensive,whats a queen without a king a lonely ass bitch
What's a trash party ?,normal,whats a trash party
What's really funny bout this pic is I'm sure they believe them hoes is bad &#128514;&#128514;&#128514;&#128514; http://t.co/15R8WoqXHd,offensive,whats really funny bout this pic is im sure they believe them hoes is bad
What's retarded is that I actually love my job and have a really weird passion for it.,offensive,whats retarded is that i actually love my job and have a really weird passion for it
What's so good about Prom? All I see is another faggot ass High School dance.,hate,whats so good about prom all i see is another faggot ass high school dance
What's that makeup called on your cheeks? I call it bitch spots lmao,offensive,whats that makeup called on your cheeks i call it bitch spots lmao
"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!",offensive,whats this picslip shit if your posting a pic its not a slip dont flatter yourself stupid ass bitches
